Name,Cloud Cover,Solar Radiation,Relative Humidity,Temperature,Wind Speed,Solar Energy
"Matsuyama, Japan",3.0,53.7,76.9,13.1,6.4,0.2
"Matsuyama, Japan",0.0,0.0,77.6,12.2,7.6,0.0
"Matsuyama, Japan",0.3,0.0,77.9,12.0,7.3,0.0
"Matsuyama, Japan",0.5,0.0,78.3,11.9,7.1,0.0
"Matsuyama, Japan",0.8,0.0,78.6,11.8,6.8,0.0
"Matsuyama, Japan",0.5,3.0,79.5,12.1,7.2,0.0
"Matsuyama, Japan",0.3,6.0,80.5,12.4,7.6,0.0
"Matsuyama, Japan",0.0,9.0,81.4,12.7,7.9,0.0
"Matsuyama, Japan",14.0,74.7,74.2,14.8,7.2,0.3
"Matsuyama, Japan",27.9,140.3,66.9,16.9,6.5,0.5
"Matsuyama, Japan",41.9,206.0,59.7,19.1,5.8,0.7
"Matsuyama, Japan",36.5,414.0,61.0,19.1,6.7,1.5
"Matsuyama, Japan",31.0,622.0,62.2,19.2,7.7,2.2
"Matsuyama, Japan",25.6,830.0,63.5,19.3,8.6,3.0
"Matsuyama, Japan",28.0,818.3,65.0,18.9,7.3,2.9
"Matsuyama, Japan",30.5,806.7,66.5,18.4,6.0,2.9
"Matsuyama, Japan",32.9,795.0,68.0,18.1,4.7,2.9
"Matsuyama, Japan",42.5,648.3,71.8,17.8,3.6,2.3
"Matsuyama, Japan",52.1,501.7,75.7,17.5,2.5,1.8
"Matsuyama, Japan",61.7,355.0,79.5,17.2,1.4,1.3
"Matsuyama, Japan",44.1,297.7,81.8,16.0,3.8,1.1
"Matsuyama, Japan",26.4,240.3,84.2,14.9,6.2,0.9
"Matsuyama, Japan",8.8,183.0,86.5,13.8,8.6,0.7
"Matsuyama, Japan",9.9,122.0,86.2,13.4,8.5,0.4
"Matsuyama, Japan",11.0,61.0,85.9,13.1,8.4,0.2
"Matsuyama, Japan",12.1,0.0,85.6,12.8,8.3,0.0
"Matsuyama, Japan",17.8,0.0,85.4,12.6,7.6,0.0
"Matsuyama, Japan",23.5,0.0,85.2,12.5,6.8,0.0
"Matsuyama, Japan",29.2,0.0,85.0,12.4,6.1,0.0
"Matsuyama, Japan",41.0,5.8,86.0,12.6,6.2,0.0
"Matsuyama, Japan",52.8,11.7,87.0,12.9,6.4,0.0
"Matsuyama, Japan",64.6,17.5,88.0,13.2,6.5,0.1
"Matsuyama, Japan",76.4,23.3,89.0,13.4,6.6,0.1
"Matsuyama, Japan",88.2,29.2,90.0,13.7,6.7,0.1
"Matsuyama, Japan",100.0,35.0,91.0,14.0,6.8,0.1
"Matsuyama, Japan",79.4,237.0,85.2,15.3,7.7,0.9
"Matsuyama, Japan",58.8,439.0,79.3,16.7,8.5,1.6
"Matsuyama, Japan",38.2,641.0,73.5,18.1,9.4,2.3
"Matsuyama, Japan",34.7,674.3,74.9,17.8,8.9,2.4
"Matsuyama, Japan",31.1,707.7,76.4,17.5,8.4,2.5
"Matsuyama, Japan",27.6,741.0,77.8,17.3,7.9,2.7
"Matsuyama, Japan",21.7,631.3,79.6,16.6,6.1,2.3
"Matsuyama, Japan",15.7,521.7,81.5,16.0,4.3,1.9
"Matsuyama, Japan",9.8,412.0,83.3,15.4,2.5,1.5
"Matsuyama, Japan",8.9,345.7,86.1,14.5,2.6,1.2
"Matsuyama, Japan",7.9,279.3,88.8,13.7,2.8,1.0
"Matsuyama, Japan",7.0,213.0,91.6,12.9,2.9,0.8
"Matsuyama, Japan",5.6,142.0,92.2,12.6,3.6,0.5
"Matsuyama, Japan",4.3,71.0,92.7,12.3,4.3,0.3
"Matsuyama, Japan",2.9,0.0,93.3,12.1,5.0,0.0
"Matsuyama, Japan",2.8,0.0,93.3,11.8,6.1,0.0
"Matsuyama, Japan",2.6,0.0,93.4,11.6,7.2,0.0
"Matsuyama, Japan",2.5,0.0,93.4,11.4,8.3,0.0
"Matsuyama, Japan",1.7,3.0,93.1,11.4,7.8,0.0
"Matsuyama, Japan",0.8,6.0,92.8,11.5,7.3,0.0
"Matsuyama, Japan",0.0,9.0,92.5,11.6,6.8,0.0
"Matsuyama, Japan",33.2,77.0,83.5,13.3,7.7,0.3
"Matsuyama, Japan",66.4,145.0,74.6,15.0,8.5,0.5
"Matsuyama, Japan",99.6,213.0,65.6,16.7,9.4,0.8
"Matsuyama, Japan",99.7,418.3,60.1,17.4,11.3,1.5
"Matsuyama, Japan",99.9,623.7,54.7,18.1,13.2,2.2
"Matsuyama, Japan",100.0,829.0,49.2,18.8,15.1,3.0
"Matsuyama, Japan",100.0,823.7,48.6,18.9,14.6,3.0
"Matsuyama, Japan",100.0,818.3,48.0,18.9,14.2,2.9
"Matsuyama, Japan",100.0,813.0,47.4,19.1,13.7,2.9
"Matsuyama, Japan",,,,,,
"Matsuyama, Japan",,,,,,
"Matsuyama, Japan",,,,,,
"Matsuyama, Japan",,,,,,
"Matsuyama, Japan",,,,,,
"Matsuyama, Japan",,,,,,
"Matsuyama, Japan",,,,,,
"Matsuyama, Japan",,,,,,
"Tokushima-Shi, Japan",100.0,0.0,63.0,7.3,7.2,0.0
"Tokushima-Shi, Japan",100.0,0.0,64.6,7.1,6.5,0.0
"Tokushima-Shi, Japan",100.0,0.0,66.0,6.7,5.8,0.0
"Tokushima-Shi, Japan",99.4,0.0,67.1,6.3,5.8,0.0
"Tokushima-Shi, Japan",100.0,0.0,68.1,5.9,5.4,0.0
"Tokushima-Shi, Japan",76.5,0.0,67.5,6.0,5.0,0.0
"Tokushima-Shi, Japan",87.3,7.0,66.9,6.9,4.3,0.0
"Tokushima-Shi, Japan",33.0,49.0,57.5,9.8,0.7,0.2
"Tokushima-Shi, Japan",100.0,123.0,50.5,12.4,3.2,0.4
"Tokushima-Shi, Japan",13.5,200.0,48.7,13.8,6.5,0.7
"Tokushima-Shi, Japan",100.0,813.0,47.7,15.4,9.7,2.9
"Tokushima-Shi, Japan",96.8,812.0,48.9,16.2,12.2,2.9
"Tokushima-Shi, Japan",12.8,854.0,49.7,17.3,13.0,3.1
"Tokushima-Shi, Japan",100.0,884.0,51.0,18.5,14.4,3.2
"Tokushima-Shi, Japan",73.8,867.0,50.5,18.9,18.7,3.1
"Tokushima-Shi, Japan",58.2,833.0,50.7,18.9,16.9,3.0
"Tokushima-Shi, Japan",41.4,527.0,50.7,18.9,11.2,1.9
"Tokushima-Shi, Japan",97.3,441.0,54.9,18.1,9.4,1.6
"Tokushima-Shi, Japan",59.5,335.0,67.0,15.9,5.4,1.2
"Tokushima-Shi, Japan",14.6,256.0,75.0,13.5,7.2,0.9
"Tokushima-Shi, Japan",96.0,205.0,79.0,12.3,9.0,0.7
"Tokushima-Shi, Japan",5.0,171.0,79.8,11.5,10.1,0.6
"Tokushima-Shi, Japan",5.0,0.0,79.0,10.9,10.8,0.0
"Tokushima-Shi, Japan",87.0,0.0,78.0,10.8,10.1,0.0
"Tokushima-Shi, Japan",60.9,0.0,79.3,10.7,9.7,0.0
"Tokushima-Shi, Japan",100.0,0.0,81.0,11.0,8.6,0.0
"Tokushima-Shi, Japan",92.8,0.0,81.3,11.2,6.5,0.0
"Tokushima-Shi, Japan",87.8,0.0,82.3,11.2,6.5,0.0
"Tokushima-Shi, Japan",100.0,0.0,83.0,11.4,5.4,0.0
"Tokushima-Shi, Japan",100.0,0.0,83.6,11.8,6.5,0.0
"Tokushima-Shi, Japan",100.0,2.0,83.1,13.1,7.6,0.0
"Tokushima-Shi, Japan",100.0,8.0,88.0,13.7,9.7,0.0
"Tokushima-Shi, Japan",100.0,16.0,89.4,14.3,11.5,0.1
"Tokushima-Shi, Japan",100.0,24.0,88.6,14.9,10.1,0.1
"Tokushima-Shi, Japan",100.0,53.0,90.0,15.0,10.4,0.2
"Tokushima-Shi, Japan",100.0,85.0,89.3,15.6,13.0,0.3
"Tokushima-Shi, Japan",100.0,107.0,88.0,16.1,13.7,0.4
"Tokushima-Shi, Japan",100.0,100.0,91.3,15.8,13.0,0.4
"Tokushima-Shi, Japan",100.0,92.0,92.8,15.7,11.5,0.3
"Tokushima-Shi, Japan",100.0,81.0,96.0,15.2,8.6,0.3
"Tokushima-Shi, Japan",100.0,19.0,96.8,15.0,6.1,0.1
"Tokushima-Shi, Japan",100.0,20.0,96.6,14.8,5.8,0.1
"Tokushima-Shi, Japan",100.0,16.0,97.3,14.3,1.8,0.1
"Tokushima-Shi, Japan",100.0,12.0,98.0,13.8,1.4,0.0
"Tokushima-Shi, Japan",100.0,9.0,98.0,13.8,1.8,0.0
"Tokushima-Shi, Japan",100.0,8.0,98.0,14.0,1.4,0.0
"Tokushima-Shi, Japan",100.0,0.0,98.5,13.9,2.5,0.0
"Tokushima-Shi, Japan",100.0,0.0,99.3,13.9,4.0,0.0
"Tokushima-Shi, Japan",100.0,0.0,98.5,14.0,4.7,0.0
"Tokushima-Shi, Japan",100.0,0.0,98.0,14.1,6.5,0.0
"Tokushima-Shi, Japan",100.0,0.0,97.0,14.1,4.0,0.0
"Tokushima-Shi, Japan",100.0,0.0,96.1,14.0,2.5,0.0
"Tokushima-Shi, Japan",100.0,0.0,97.1,13.8,1.8,0.0
"Tokushima-Shi, Japan",100.0,0.0,97.3,13.7,1.1,0.0
"Tokushima-Shi, Japan",100.0,0.0,96.4,13.9,4.7,0.0
"Tokushima-Shi, Japan",100.0,2.0,95.6,13.8,4.3,0.0
"Tokushima-Shi, Japan",100.0,6.0,96.0,13.9,2.5,0.0
"Tokushima-Shi, Japan",100.0,12.0,95.0,14.3,3.2,0.0
"Tokushima-Shi, Japan",100.0,58.0,93.6,14.5,3.2,0.2
"Tokushima-Shi, Japan",100.0,52.0,95.4,14.1,4.0,0.2
"Tokushima-Shi, Japan",100.0,65.0,94.8,14.2,5.8,0.2
"Tokushima-Shi, Japan",100.0,59.0,97.4,13.5,6.8,0.2
"Tokushima-Shi, Japan",100.0,50.0,97.5,13.0,9.4,0.2
"Tokushima-Shi, Japan",100.0,44.0,98.0,12.5,11.5,0.2
"Tokushima-Shi, Japan",100.0,16.0,96.8,12.5,11.2,0.1
"Tokushima-Shi, Japan",100.0,14.0,96.3,12.5,11.5,0.1
"Tokushima-Shi, Japan",100.0,11.0,97.6,12.2,4.3,0.0
"Tokushima-Shi, Japan",100.0,9.0,96.8,12.2,9.4,0.0
"Tokushima-Shi, Japan",100.0,7.0,95.4,12.3,11.2,0.0
"Tokushima-Shi, Japan",100.0,6.0,95.3,12.1,11.5,0.0
"Tokushima-Shi, Japan",100.0,0.0,95.1,11.9,7.6,0.0
"Tokushima-Shi, Japan",100.0,0.0,94.6,11.3,5.8,0.0
"Tokushima-Shi, Japan",100.0,0.0,93.8,11.0,5.4,0.0
"Tokushima-Shi, Japan",0.3,0.0,92.3,10.8,5.4,0.0
"Tokushima-Shi, Japan",0.0,0.0,91.4,10.4,5.0,0.0
"Tokushima-Shi, Japan",0.0,0.0,90.9,10.1,4.3,0.0
"Tokushima-Shi, Japan",0.0,0.0,90.9,9.8,3.6,0.0
"Tokushima-Shi, Japan",0.0,0.0,91.0,9.5,3.6,0.0
"Tokushima-Shi, Japan",0.0,8.0,90.1,10.2,4.7,0.0
"Tokushima-Shi, Japan",4.1,55.0,86.0,12.4,5.0,0.2
"Tokushima-Shi, Japan",3.5,126.0,82.5,14.0,7.6,0.5
"Tokushima-Shi, Japan",4.0,209.0,74.0,15.9,10.1,0.8
"Tokushima-Shi, Japan",2.0,789.0,57.7,18.9,9.4,2.8
"Tokushima-Shi, Japan",10.1,850.0,48.2,21.0,7.9,3.1
"Tokushima-Shi, Japan",16.2,892.0,45.7,22.4,3.2,3.2
"Tokushima-Shi, Japan",65.3,911.0,49.7,21.6,5.8,3.3
"Tokushima-Shi, Japan",93.9,840.0,61.2,19.6,12.2,3.0
"Tokushima-Shi, Japan",94.0,752.0,68.3,18.6,9.7,2.7
"Tokushima-Shi, Japan",99.5,193.0,75.5,17.3,7.6,0.7
"Tokushima-Shi, Japan",33.2,134.0,78.8,16.5,2.2,0.5
"Tokushima-Shi, Japan",1.3,143.0,80.5,16.1,2.5,0.5
"Tokushima-Shi, Japan",10.3,113.0,82.6,13.8,1.8,0.4
"Tokushima-Shi, Japan",0.0,90.0,80.8,12.7,5.0,0.3
"Tokushima-Shi, Japan",2.0,75.0,82.6,11.5,10.1,0.3
"Tokushima-Shi, Japan",6.1,0.0,79.5,10.7,13.0,0.0
"Tokushima-Shi, Japan",0.0,0.0,78.0,9.9,12.2,0.0
"Tokushima-Shi, Japan",0.0,0.0,78.1,9.2,11.5,0.0
"Tokushima-Shi, Japan",0.0,0.0,76.0,8.7,12.6,0.0
"Tokushima-Shi, Japan",0.0,0.0,75.1,8.0,13.3,0.0
"Tokushima-Shi, Japan",0.0,0.0,74.5,7.5,14.0,0.0
"Tokushima-Shi, Japan",0.0,0.0,72.5,7.0,13.3,0.0
"Tokushima-Shi, Japan",0.0,0.0,68.5,7.0,12.6,0.0
"Tokushima-Shi, Japan",7.3,9.0,66.8,8.0,10.8,0.0
"Tokushima-Shi, Japan",4.5,60.0,59.7,11.6,6.5,0.2
"Tokushima-Shi, Japan",2.5,136.0,45.2,14.4,2.5,0.5
"Tokushima-Shi, Japan",50.2,220.0,39.0,15.7,2.5,0.8
"Tokushima-Shi, Japan",20.3,795.0,39.9,16.7,6.5,2.9
"Tokushima-Shi, Japan",12.6,865.0,40.2,17.5,7.6,3.1
"Tokushima-Shi, Japan",50.9,908.0,40.5,17.9,10.4,3.3
"Tokushima-Shi, Japan",100.0,908.0,46.7,17.4,7.9,3.3
"Tokushima-Shi, Japan",100.0,775.0,70.5,13.5,7.9,2.8
"Tokushima-Shi, Japan",100.0,667.0,79.8,12.5,3.2,2.4
"Tokushima-Shi, Japan",67.5,523.7,77.3,12.8,3.1,1.9
"Tokushima-Shi, Japan",35.0,380.3,74.8,13.1,3.0,1.4
"Tokushima-Shi, Japan",2.5,237.0,72.3,13.4,2.9,0.9
"Tokushima-Shi, Japan",3.0,198.7,74.2,12.0,5.0,0.7
"Tokushima-Shi, Japan",3.4,160.3,76.1,10.6,7.2,0.6
"Tokushima-Shi, Japan",3.9,122.0,78.0,9.3,9.4,0.4
"Tokushima-Shi, Japan",2.6,81.3,77.7,9.0,9.8,0.3
"Tokushima-Shi, Japan",1.3,40.7,77.4,8.7,10.3,0.1
"Tokushima-Shi, Japan",0.0,0.0,77.1,8.5,10.8,0.0
"Tokushima-Shi, Japan",21.2,0.0,75.9,8.4,10.6,0.0
"Tokushima-Shi, Japan",42.5,0.0,74.6,8.3,10.3,0.0
"Tokushima-Shi, Japan",63.7,0.0,73.4,8.2,10.1,0.0
"Tokushima-Shi, Japan",42.6,3.0,72.9,8.4,10.1,0.0
"Tokushima-Shi, Japan",21.4,6.0,72.4,8.7,10.1,0.0
"Tokushima-Shi, Japan",0.3,9.0,71.9,9.0,10.1,0.0
"Tokushima-Shi, Japan",1.7,78.0,66.8,10.7,14.6,0.3
"Tokushima-Shi, Japan",3.2,147.0,61.6,12.5,19.2,0.5
"Tokushima-Shi, Japan",4.6,216.0,56.5,14.3,23.8,0.8
"Tokushima-Shi, Japan",20.1,445.3,54.7,14.8,25.0,1.6
"Tokushima-Shi, Japan",35.5,674.7,53.0,15.4,26.2,2.4
"Tokushima-Shi, Japan",51.0,904.0,51.2,16.0,27.4,3.3
"Tokushima-Shi, Japan",45.9,859.0,52.5,15.8,24.7,3.1
"Tokushima-Shi, Japan",40.8,814.0,53.7,15.6,22.1,2.9
"Tokushima-Shi, Japan",35.7,769.0,55.0,15.5,19.4,2.8
"Tokushima-Shi, Japan",31.2,618.0,58.3,15.0,18.1,2.2
"Tokushima-Shi, Japan",26.6,467.0,61.7,14.5,16.8,1.7
"Tokushima-Shi, Japan",22.1,316.0,65.0,14.0,15.5,1.1
"Tokushima-Shi, Japan",14.7,264.7,69.9,12.7,13.6,1.0
"Tokushima-Shi, Japan",7.4,213.3,74.7,11.4,11.6,0.8
"Tokushima-Shi, Japan",0.0,162.0,79.6,10.1,9.7,0.6
"Tokushima-Shi, Japan",0.0,108.0,80.6,9.6,8.6,0.4
"Tokushima-Shi, Japan",0.0,54.0,81.5,9.1,7.6,0.2
"Tokushima-Shi, Japan",0.0,0.0,82.5,8.6,6.5,0.0
"Tokushima-Shi, Japan",0.0,0.0,83.0,8.3,7.1,0.0
"Tokushima-Shi, Japan",0.0,0.0,83.6,8.0,7.7,0.0
"Tokushima-Shi, Japan",0.0,0.0,84.1,7.8,8.3,0.0
"Tokushima-Shi, Japan",0.2,3.3,82.0,7.9,8.0,0.0
"Tokushima-Shi, Japan",0.3,6.7,80.0,8.1,7.8,0.0
"Tokushima-Shi, Japan",0.3,10.0,77.9,8.3,7.6,0.0
"Tokushima-Shi, Japan",1.9,81.0,69.2,10.8,6.7,0.3
"Tokushima-Shi, Japan",3.4,152.0,60.6,13.3,5.9,0.5
"Tokushima-Shi, Japan",5.0,223.0,51.9,15.8,5.0,0.8
"Tokushima-Shi, Japan",3.3,457.3,49.7,16.7,7.3,1.6
"Tokushima-Shi, Japan",1.7,691.7,47.4,17.7,9.6,2.5
"Tokushima-Shi, Japan",0.0,926.0,45.2,18.7,11.9,3.3
"Tokushima-Shi, Japan",5.4,923.0,48.3,18.8,11.5,3.3
"Tokushima-Shi, Japan",10.8,920.0,51.4,19.0,11.2,3.3
"Tokushima-Shi, Japan",16.2,917.0,54.5,19.2,10.8,3.3
"Tokushima-Shi, Japan",10.8,748.7,60.7,18.3,8.6,2.7
"Tokushima-Shi, Japan",5.4,580.3,66.9,17.4,6.5,2.1
"Tokushima-Shi, Japan",0.0,412.0,73.1,16.5,4.3,1.5
"Tokushima-Shi, Japan",1.5,344.7,75.9,15.4,5.8,1.2
"Tokushima-Shi, Japan",2.9,277.3,78.7,14.3,7.2,1.0
"Tokushima-Shi, Japan",4.4,210.0,81.5,13.2,8.6,0.8
"Tokushima-Shi, Japan",4.9,140.0,80.5,12.9,7.9,0.5
"Tokushima-Shi, Japan",5.5,70.0,79.4,12.7,7.2,0.3
"Tokushima-Shi, Japan",6.0,0.0,78.4,12.5,6.5,0.0
"Tokushima-Shi, Japan",5.7,0.0,78.8,12.2,6.2,0.0
"Tokushima-Shi, Japan",5.3,0.0,79.1,12.0,6.0,0.0
"Tokushima-Shi, Japan",5.0,0.0,79.5,11.8,5.8,0.0
"Tokushima-Shi, Japan",10.6,3.0,78.4,11.8,5.9,0.0
"Tokushima-Shi, Japan",16.1,6.0,77.2,11.9,6.0,0.0
"Tokushima-Shi, Japan",21.7,9.0,76.1,12.0,6.1,0.0
"Tokushima-Shi, Japan",47.8,78.7,68.2,14.4,8.0,0.3
"Tokushima-Shi, Japan",73.9,148.3,60.3,16.9,10.0,0.5
"Tokushima-Shi, Japan",100.0,218.0,52.4,19.4,11.9,0.8
"Tokushima-Shi, Japan",100.0,406.0,51.8,20.4,15.4,1.5
"Tokushima-Shi, Japan",100.0,594.0,51.3,21.4,18.8,2.1
"Tokushima-Shi, Japan",100.0,782.0,50.7,22.4,22.3,2.8
"Tokushima-Shi, Japan",100.0,794.3,50.7,22.3,23.5,2.9
"Tokushima-Shi, Japan",100.0,806.7,50.7,22.2,24.7,2.9
"Tokushima-Shi, Japan",100.0,819.0,50.7,22.1,25.9,2.9
"Tokushima-Shi, Japan",97.4,662.3,58.0,20.6,23.9,2.4
"Tokushima-Shi, Japan",94.7,505.7,65.3,19.1,21.8,1.8
"Tokushima-Shi, Japan",92.1,349.0,72.6,17.6,19.8,1.3
"Tokushima-Shi, Japan",92.9,292.3,75.9,16.7,18.4,1.1
"Tokushima-Shi, Japan",93.8,235.7,79.2,15.9,16.9,0.8
"Tokushima-Shi, Japan",94.6,179.0,82.5,15.1,15.5,0.6
"Tokushima-Shi, Japan",96.4,119.3,81.7,15.4,16.1,0.4
"Tokushima-Shi, Japan",98.2,59.7,80.8,15.7,16.7,0.2
"Tokushima-Shi, Japan",100.0,0.0,80.0,16.0,17.3,0.0
"Tokushima-Shi, Japan",100.0,0.0,81.7,15.8,15.7,0.0
"Tokushima-Shi, Japan",100.0,0.0,83.3,15.6,14.2,0.0
"Tokushima-Shi, Japan",100.0,0.0,85.0,15.5,12.6,0.0
"Tokushima-Shi, Japan",100.0,0.3,86.0,15.4,10.4,0.0
"Tokushima-Shi, Japan",100.0,0.7,87.1,15.4,8.3,0.0
"Tokushima-Shi, Japan",100.0,1.0,88.1,15.4,6.1,0.0
"Tokushima-Shi, Japan",100.0,5.3,90.2,15.6,8.6,0.0
"Tokushima-Shi, Japan",100.0,9.7,92.3,15.8,11.2,0.0
"Tokushima-Shi, Japan",100.0,14.0,94.4,16.0,13.7,0.1
"Tokushima-Shi, Japan",100.0,106.0,89.8,17.2,13.9,0.4
"Tokushima-Shi, Japan",100.0,198.0,85.1,18.4,14.2,0.7
"Tokushima-Shi, Japan",100.0,290.0,80.5,19.6,14.4,1.0
"Tokushima-Shi, Japan",100.0,297.3,77.9,19.9,13.8,1.1
"Tokushima-Shi, Japan",100.0,304.7,75.2,20.2,13.2,1.1
"Tokushima-Shi, Japan",100.0,312.0,72.6,20.6,12.6,1.1
"Tokushima-Shi, Japan",100.0,231.0,79.7,19.5,12.1,0.8
"Tokushima-Shi, Japan",100.0,150.0,86.8,18.4,11.6,0.5
"Tokushima-Shi, Japan",100.0,69.0,93.9,17.4,11.2,0.2
"Tokushima-Shi, Japan",100.0,57.7,93.7,17.1,9.8,0.2
"Tokushima-Shi, Japan",100.0,46.3,93.5,16.9,8.5,0.2
"Tokushima-Shi, Japan",100.0,35.0,93.3,16.7,7.2,0.1
"Tokushima-Shi, Japan",100.0,23.3,93.4,16.5,7.3,0.1
"Tokushima-Shi, Japan",100.0,11.7,93.4,16.4,7.4,0.0
"Tokushima-Shi, Japan",100.0,0.0,93.5,16.3,7.6,0.0
"Tokushima-Shi, Japan",100.0,0.0,93.0,16.2,7.2,0.0
"Tokushima-Shi, Japan",100.0,0.0,92.5,16.1,6.8,0.0
"Tokushima-Shi, Japan",100.0,0.0,92.0,16.1,6.5,0.0
"Tokushima-Shi, Japan",97.5,1.0,91.5,16.3,5.9,0.0
"Tokushima-Shi, Japan",95.0,2.0,91.1,16.6,5.3,0.0
"Tokushima-Shi, Japan",92.5,3.0,90.6,16.9,4.7,0.0
"Tokushima-Shi, Japan",81.2,21.7,88.7,17.7,3.6,0.1
"Tokushima-Shi, Japan",69.8,40.3,86.9,18.4,2.5,0.1
